iter	RMSE
0	0.33095114
1	0.3039254011
2	0.2756922658
3	0.2508219151
4	0.2313526332
5	0.2194240591
6	0.2046487473
7	0.1931688638
8	0.1822571555
9	0.171543114
10	0.1646881177
11	0.1569348069
12	0.150473791
13	0.1448058149
14	0.1394204511
15	0.1332162403
16	0.1281652213
17	0.1237979234
18	0.1197696278
19	0.11619983
20	0.1119304706
21	0.1077699323
22	0.1044086623
23	0.1009928838
24	0.09756752126
25	0.09428685132
26	0.09135269697
27	0.08845474089
28	0.08567342431
29	0.08288216923
30	0.08038865507
31	0.07776303121
32	0.0754521511
33	0.0734220246
34	0.0715035138
35	0.06943532245
36	0.06750868237
37	0.06565187978
38	0.06427649739
39	0.06267868009
40	0.06112722825
41	0.05973815785
42	0.05865651912
43	0.05741655135
44	0.05647026465
45	0.05544184534
46	0.05429686719
47	0.05346241231
48	0.05260637648
49	0.05145429343
50	0.05074399194
51	0.04992329382
52	0.04955401412
53	0.04878418555
54	0.04792622615
55	0.04731368531
56	0.04672388475
57	0.04618926895
58	0.04569682456
59	0.04510379848
60	0.04437551411
61	0.04388899687
62	0.04351533785
63	0.04296848165
64	0.04233908436
65	0.04158048506
66	0.04105137401
67	0.04074036767
68	0.040548206
69	0.03992263645
70	0.03945366883
71	0.03922325751
72	0.03888105185
73	0.03860865366
74	0.03837428786
75	0.03819227187
76	0.03786681186
77	0.03776272676
78	0.03762671438
79	0.03718214144
80	0.03688729816
81	0.03650904316
82	0.0363857904
83	0.03596169646
84	0.03558551388
85	0.03511202608
86	0.03472174625
87	0.03459593576
88	0.0342694854
89	0.033871811
90	0.03356935413
91	0.0334059403
92	0.0332732765
93	0.03299301915
94	0.03262234508
95	0.03252783986
96	0.03231695855
97	0.03216814522
98	0.0317059339
99	0.03147738054
0599942

